ID,FirstName,LastName,Gender
1009,Qiang,Yen,male
1010,Skye,Knowles,female
1011,Jonathan,Bond,male
1012,Marina,Aksakova,female
1013,Anna,Uvarova,female
1014,Jing,Yin,female
1015,Snjezana,Gerasimova,female
1016,Nicephorus,Azarov,male
1017,Albert,Kirillov,male
1018,Liang,Ku,male
1019,Ju,Hsueh,female
1020,Holly,Sanderson,female
1021,Renata,Bocharova,female
1022,Jun,K?,female
1023,Luke,Pearson,male
1024,Julia,Kazantseva,female
1025,Amelia,Boyle,female
1026,Park,Hou,male
1027,Tyler,Goddard,male
1028,Ellis,Lamb,male
1029,Lei,Hung,male
1030,Zhu,Tsao,female
1031,Da-Xia,Hsueh,female
1032,Ildar,Alekseyeva,male
1033,Harry,Dawson,male
1034,Aimee,Burton,female
1035,On,Hs?eh,male
1036,Capitolina,Prokhorova,female
1037,Xue Fang,P'eng,female
1038,Dana,Tretyakova,female
1039,Sying,Chao,male
1040,Aimee,Morris,female
1041,Anthony,Gallagher,male
1042,Stanislav,Lavrentiev,male
1043,Nathan,Reed,male
1044,Taylor,Hopkins,male
1045,Georgia,French,female
1046,Polycarp,Ignatyev,male
1047,Damian,Kryukov,male
1048,Qing,Yang,female
1049,Daniel,Hill,male
1050,Prokhor,Nekrasov,male
1051,Bailey,Talbot,male
1052,Guo,Yang,male
1053,Ying,Meng,female
1054,Trifon,Matveyev,male
1055,Chang,Ch'ien,female
1056,Park,Yuan,male
1057,Rodion,Kolesnikov,male
1058,Alex,Stephens,male
1059,Sebastian,Bezrukov,male
1060,Ewan,Davidson,male
1061,Thomas,Coates,male
1062,Mingmei,Tsao,female
1063,Alevtina,Maslova,female
1064,Manchu,Ts'ao,male
1065,Pelagia,Yurieva,female
1066,Zhen,Wu,male
1067,Lydia,Woodward,female
1068,Luke,Law,male
1069,Nathan,Zaitsev,male
1070,William,Houghton,male
1071,Zara,Gough,female
1072,Fai,Yeh,male
1073,An,Yu,female
1074,Daniel,Clements,male
1075,Song,Ch'ang,male
1076,Alfie,Harrison,male
1077,Isabel,Lamb,female
1078,Trofim,Kruglov,male
1079,Dementi,Seleznev,male
1080,Aidan,Hale,male
1081,Courtney,Bishop,female
1082,Millie,Bryan,female
1083,Sofia,Harvey,female
1084,Milan,Vinogradova,female
1085,Ramiro,Bobrov,male
1086,Eleanor,Belyakova,female
1087,Gennady,Sergeyev,male
1088,Jaromir,Ignatieff,male
1089,Oscar,Kolesnikov,male
1090,Trofim,Avdeyev,male
1091,Myra,Belova,female
1092,Arthur,Ignatiev,male
1093,Fai,Tien,male
1094,Charlie,Carroll,male
1095,Holly,Wade,female
1096,Dennis,Kovalyov,male
1097,Cui,Ts'ao,female
1098,Phoebe,Cooper,female
1099,Chloe,Lawrence,female
1100,Kang,Ch'in,male
1101,Long,Hsueh,male
1102,Maya,Artemyeva,female
1103,Ella,Sullivan,female
1104,Dinar,Denisova,female
1105,Edgar,Gorbunov,male
1106,Rebecca,Ward,female
1107,Vadim,Mironov,male
1108,Miroslav,Vassiliev,male
1109,Lara,McDonald,female
1110,Muhammad,Lawson,male
1111,Natalie,Abakumova,female
1112,Feng,Hsing,male
1113,Gabriel,Abbott,male
1114,Xiong,Fan,male
1115,Bailey,Freeman,male
1116,Gang,Shen,male
1117,Gracie,Bibi,female
1118,Stepanida,Aleksandrova,female
1119,Summer,Chan,female
1120,Natalie,Rozhkova,female
1121,Kayleigh,Carter,female
1122,Brooke,Kirby,female
1123,Elizabeth,Sokolova,female
1124,Paige,Wong,female
1125,Ming,Ch'eng,male
1126,Park,She,male
1127,Oliver,Long,male
1128,Muslim,Woronoff,male
1129,Alfie,Wong,male
1130,Thomas,Belousov,male
1131,Myra,Balashova,female
1132,Yue Yan,Hou,female
1133,Dylan,Cook,male
1134,Yolanda,Matveyeva,female
1135,Feng,H?,male
1136,William,Berry,male
1137,Xue,Chien,female
1138,Evelyn,Yevdokimova,female
1139,Jian,Hou,male
1140,Galina,Kovalyova,female
1141,Albina,Borodina,female
1142,Felix,Ignatieff,male
1143,Taras,Fedorov,male
1144,Finley,Charlton,male
1145,Jia Li,Yang,female
1146,Anna,Clarke,female
1147,Lucy,Reed,female
1148,Zhen Juan,Chin,female
1149,Samuel,Atkinson,male
1150,Ella,Smart,female
1151,Joseph,Clements,male
1152,Faina,Yefremova,female
1153,Erast,Vasin,male
1154,Li,Cheng,female
1155,Hong,Li,female
1156,Bella,Medvedeva,female
1157,Rebecca,Franklin,female
1158,Chang,Ko,female
1159,Veronica,Bazarova,female
1160,Ryan,George,male
1161,Molly,Joyce,female
1162,Zinovy,Yuriev,male
1163,Rachel,Hyde,female
1164,Dylan,Little,male
1165,Constantine,Ponomarev,male
1166,Chan,L?,female
1167,Timothy,Izmailov,male
1168,Hu,Lo,male
1169,Malik,Matveyev,male
1170,Amy,Steele,female
1171,Alevtina,Komarova,female
1172,Myron,Zhdanov,male
1173,Tain,Hu,male
1174,Ruslan,Aksakov,male
1175,Meng,Lung,male
1176,Declan,Wilkins,male
1177,Li Hua,Tien,female
1178,Paige,Brennan,female
1179,Glyceria,Mironova,female
1180,Shu Fang,Kuo,female
1181,Valentine,Aksenov,male
1182,Li,Tung,female
1183,Janina,Repina,female
1184,Harry,Fisher,male
1185,Yue Ying,Ts'ao,female
1186,Uliana,Ibragimova,female
1187,Stepanida,Yuryeva,female
1188,Hui,Kung,male
1189,Yong,Ma,male
1190,On,Lu,male
1191,Ye,Tseng,male
1192,Xenophon,Tokaryev,male
1193,Hsin,Chia,male
1194,Anthony,Stone,male
1195,Joe,Stokes,male
1196,Charlie,Law,male
1197,Bao,Tsou,female
1198,Yul,P'an,male
1199,Libby,Leonard,female
1200,Elizabeth,Cameron,female
1201,Roxanne,Tychonoff,female
1202,Jing,Sung,female
1203,Eva,Quinn,female
1204,Feng,She,female
1205,Nazar,Andrejew,male
1206,Ian,Korovin,male
1207,George,Zotov,male
1208,Rebecca,Woods,female
1209,Xiu,Wang,female
1210,Anthony,Sykes,male
1211,Trifon,Seleznyov,male
1212,Ramiro,Repin,male
1213,Demi,Evans,female
1214,Ava,Doherty,female
1215,Hayden,Rogers,male
1216,Shen,Tsao,male
1217,Cameron,Curtis,male
1218,Isabella,Sullivan,female
1219,Michael,Voronov,male
1220,Feng,Yu,female
1221,Zakir,Volodin,male
1222,Scarlett,Barrett,female
1223,Alisha,Barlow,female
1224,Bao,Hsiao,female
1225,Chi,Tuan,male
1226,Lola,Curtis,female
1227,Miroslav,Yuryeva,female
1228,Alina,Ignatyeva,female
1229,Mohammad,Knowles,male
1230,Eleanor,Lyons,female
1231,Mei,Hsia,female
1232,Ju,Yeh,female
1233,Apollinaris,Aksenova,female
1234,Arkhip,Voronkov,male
1235,Ning,Tseng,male
1236,Kang,Shen,male
1237,Lucy,Whitehead,female
1238,Kai,Forster,male
1239,Charlie,Archer,male
1240,Borislav,Ozerov,male
1241,Tegan,Russell,female
1242,Niamh,Sanderson,female
1243,Wen,K'ung,male
1244,Glyceria,Ankudinova,female
1245,Matthew,Sanderson,male
1246,Aimee,Dyer,female
1247,Ewan,Parkes,male
1248,Park,Su,male
1249,Yong,Lo,male
1250,Dai,Chu,female
1251,Daniel,Hope,male
1252,Wen,Sun,male
1253,Jamie,Hammond,male
1254,Morgan,Hilton,female
1255,Cui,Fan,female
1256,Yegor,Shubin,male
1257,Tyler,Wilkins,male
1258,Hayden,Patterson,male
1259,Shaiming,Hsing,male
1260,Bo,Chin,female
1261,Yegor,Yuriev,male
1262,Arseny,Shubin,male
1263,Dominica,Rogova,female
1264,Finlay,Collier,male
1265,Xin Qian,Su,female
1266,Ning,Yuan,male
1267,Jayden,Murphy,male
1268,Hua,H?,female
1269,Kang,Hou,male
1270,Declan,Thomas,male
1271,Jia Li,Hsu,female
1272,Na,Shen,female
1273,Sawa,Bykov,male
1274,Sofia,Hurst,female
1275,Dong,Chu,male
1276,Jake,Green,male
1277,Rustam,Aksenov,male
1278,Guan-yin,Chiu,female
1279,Sarah,Komarova,female
1280,Sebastian,Shepherd,male
1281,Vasilisa,Avdeeva,female
1282,Jessica,Bryan,female
1283,Lian,Meng,female
1284,Fen,Wang,female
1285,George,Crawford,male
1286,Lian,K?,female
1287,Sidor,Alekseyeva,male
1288,Anatoly,Seleznev,male
1289,Euphrosyne,Kovalyova,female
1290,Poppy,Grant,female
1291,Hong,Tsou,female
1292,Muslim,Lazarev,male
1293,Muhammad,Davies,male
1294,Ellie,Robson,female
1295,Ben,Bishop,male
1296,Reece,Dale,male
1297,Terence,Komarov,male
1298,Shing,Li,male
1299,Zhen,Mai,male
1300,Benjamin,Voronoff,male
1301,Miroslav,Pirogov,male
1302,Jaromir,Istomin,male
1303,Philip,Kalinin,male
1304,Ellis,Arnold,male
1305,Xue Fang,Tan,female
1306,Dominique,Yevseyev,male
1307,Alexander,Kirby,male
1308,Leah,White,female
1309,Sofia,Reid,female
1310,Megan,Long,female
1311,Qing,Meng,female
1312,Kai,Henderson,male
1313,Courtney,Coleman,female
1314,Ernest,Galkin,male
1315,Manchu,Ko,male
1316,Rima,Ibragimova,female
1317,Anisa,Prokhorova,female
1318,Oles,Baryshnikov,male
1319,Ting,Yang,female
1320,Ho,Yang,male
1321,Philip,Voronoff,male
1322,Qiao,Peng,female
1323,Hui,Tung,male
1324,Mason,Tomlinson,male
1325,Maya,Selezneva,female
1326,Hui,Ch'eng,male
1327,Li Ming,Shih,female
1328,Athanasius,Alexeeva,male
1329,Jude,Burke,male
1330,Guang,Ch'ien,male
1331,Meng,Tang,male
1332,Jodie,Powell,female
1333,Peng,Ts'ui,male
1334,Anastasia,Andreyeva,female
1335,Lei,Chang,male
1336,Yefim,Mishin,male
1337,Eldar,Baryshnikov,male
1338,Poppy,Metcalfe,female
1339,Sophia,Bates,female
1340,Ellis,Buckley,male
1342,Nick,Aksakov,male
1343,Millie,Lawson,female
1344,Christopher,Miles,male
1345,Gang,Chou,male
1346,Yan Yan,Chao,female
1347,Akulina,Abakumova,female
1348,Samuel,Blokhin,male
1349,Aimee,Turnbull,female
1350,Grace,Donnelly,female
1351,Alisha,Holt,female
1352,Jing,Kao,female
1353,Fai,Chuang,male
1354,Kang,K'ung,male
1355,Tain,She,male
1356,Oliver,Giles,male
1357,Nelly,Ozerova,female
1358,Aaron,Vaughan,male
1359,Lee,Chia,female
1360,Yi Min,Peng,female
1361,Vladislav,Kudryashov,male
1362,Zarina,Zaitseva,female
1363,Bo,Yao,male
1364,Anna,Gordon,female
1365,Paul,Golubev,male
1366,Matilda,Frost,female
1367,Genji,Chiu,female
1368,Paul,Bogdanov,male
1369,Logan,Thornton,male
1370,Daria,Selezneva,female
1371,Rachel,Samoylova,female
1372,Dan,Lu,female
1373,Xiu,Yao,female
1374,Chung,Mai,male
1375,Catherine,Ankudinova,female
1376,Tao,Pan,male
1377,Lucas,Biryukov,male
1378,Mollie,Ball,female
1379,Bo,Hsu,female
1380,Natasha,Short,female
1381,Rosie,Berry,female
1382,Vyacheslav,Mordvinov,male
1383,Yesenia,Ozerova,female
1384,Lee,Yeh,male
1385,Shan,Lei,female
1386,Patrick,Bibi,male
1387,Lara,Miah,female
1388,Alex,Mellor,male
1389,Melissa,Howe,female
1390,Shan,Shao,female
1391,Lin Yao,Ch'in,female
1392,Ying,Ch'iu,female
1393,Ming,Su,male
1394,Rebecca,Parkin,female
1395,Trifon,Loginov,male
1396,Sean,Whittaker,male
1397,Eloise,Brookes,female
1398,Keira,Howells,female
1399,Lei,Liao,male
1400,On,She,male
1401,Qiong,Chen,female
1402,Gerasimos,Bazarov,male
1403,Yuan,Liao,female
1404,Elina,Bobrova,female
1405,Courtney,Patel,female
1406,Vyacheslav,Fomin,male
1407,Fang,Chou,female
1408,Katie,Freeman,female
1409,Xiong,Tsou,male
1410,Kang,Ch'eng,male
1411,Lara,Rhodes,female
1412,Proclus,Alekseeva,male
1413,Sienna,Dyer,female
1414,Kang,Hsiung,male
1415,Poppy,Sims,female
1416,Rice,Yudin,male
1417,An,Li,female
1418,Patrick,Gallagher,male
1419,Mstislav,Maslov,male
1420,Aaron,Lynch,male
1421,Adam,Seleznyov,male
1422,Imogen,Robson,female
1423,Yul,Ma,male
1424,Lei,Shao,male
1425,Keira,Page,female
1426,Jing,Lu,female
1427,Paige,Pickering,female
1428,Ye,Yu,male
1429,Isabella,Gill,female
1430,Freya,Pickering,female
1431,Natalie,Glebova,female
1432,Lima,Kryukova,female
1433,Zak,Rose,male
1434,Jia Li,Yeh,female
1435,Jordan,Heath,male
1436,Love,Nevzorova,female
1437,You,Chu,male
1438,Ruslan,Evdokimov,male
1439,Laura,Burke,female
1440,Jun,Chou,male
1441,Yefim,Golubov,male
1442,Emmanuel,Nevzorov,male
1443,Shan,Wei,female
1444,Eva,Andreyeva,female
1445,Rachel,Kharlamova,female
1446,Ling,T'ao,female
1447,Irakli,Korovin,male
1448,Vladlen,Izmaylov,male
1449,Ryan,Ali,male
1450,Shuang,Kang,female
1451,Ellie,Rowe,female
1452,Yue Wan,Chia,female
1453,Isaiah,Kalinin,male
1454,Guan-yin,Chang,female
1455,Isabella,Craig,female
1456,Edgar,Kazantsev,male
1457,An,Yuan,male
1458,George,Stone,male
1459,Chi,Wan,male
1460,Long,Feng,male
1461,Ben,O'Neill,male
1462,Malik,Abramowitz,male
1463,Nazar,Yermolayev,male
1464,Ildar,Demidov,male
1465,Golden,Rozhkova,female
1466,Tain,Kung,male
1467,Zoe,Curtis,female
1468,Yan,Tsui,female
1469,Ava,Robertson,female
1470,Gang,T'ien,male
1471,Jiao,Sung,female
1472,Victoria,Parsons,female
1473,Chan,Lu,male
1474,Billy,Dunn,male
1475,Polycarp,Alexandrov,male
1476,Ju,Hou,female
1477,Ruben,Kazantsev,male
1478,Guang,Chiu,male
1479,Fai,Ch'in,male
1480,Anna,Bradley,female
1481,Terence,Glazkov,male
1482,Meng,Ho,male
1483,Ewan,Woodward,male
1484,Daniel,Bentley,male
1485,Evan,Daniels,male
1486,Xiaoming,Wan,female
1487,Mingmei,Hsueh,female
1488,Jaroslav,Vavilov,male
1489,Karp,Muravyov,male
1490,Maisie,Howe,female
1491,Chyou,Tsai,female
1492,Leonti,Mironov,male
1493,Spartacus,Alexeieva,male
1494,Ella,Carey,female
1495,Gang,Yen,male
1496,Marya,Fedorova,female
1497,Myra,Alexeyeva,female
1498,Charlotte,Riley,female
1499,Li Ming,Jen,female
1500,Cheng,Ting,male
1501,Tain,T'ien,male
1502,Logan,Fitzgerald,male
1503,Artem,Gavrilov,male
1504,Leonti,Belov,male
1505,Yi,Hung,male
1506,Jing,Tuan,female
1507,Amelia,Whittaker,female
1508,Asya,Kolesnikova,female
1509,Lei,P'an,female
1510,Charlotte,Baxter,female
1511,Alexander,Howells,male
1512,Cai,Ku,male
1513,Oliver,Austin,male
1514,Leonti,Bazhenov,male
1515,Zhen,Su,male
1516,Guo,Hao,male
1517,Qian,Sun,female
1518,Jordan,Duncan,male
1519,Greta,Vinogradova,female
1520,Luke,Marsh,male
1521,Lolita,Pirogova,female
1522,Cui,He,female
1523,Louis,Wilson,male
1524,Kong,Lo,male
1525,Gracie,Russell,female
1526,Cyrus,Kharitonova,female
1527,Yuan,Hsueh,female
1528,Ning,Chuang,male
1529,Qing Yuan,Yu,female
1530,Sidor,Avdeyev,male
1531,Jin,Yin,female
1532,Ustinov,Ershova,female
1533,Tilly,Pugh,female
1534,Cameron,Howard,male
1535,Bao,She,female
1536,Phoebe,Saunders,female
1537,Antonina,Aliyeva,female
1538,Qing Yuan,Fu,female
1539,Leo,Yevseyev,male
1540,Guzel,Izmailova,female
1541,Xiu,Cheng,female
1542,Tao,Chia,male
1543,Vasilisa,Samsonova,female
1544,Wen,Ko,male
1545,Xiao Hong,Ts'ui,female
1546,Ruslan,Zhirov,male
1547,Apollinaris,Ibragimova,female
1548,Harriet,Lewis,female
1549,Seraphim,Matveyeva,female
1550,Lee,Shih,male
1551,Katie,Rowley,female
1552,Victoria,Sanders,female
1553,Yaropolk,Bogdanov,male
1554,Naomi,Gray,female
1555,Meng,Yin,male
1556,Rong,Hsia,female
1557,Tain,Lo,male
1558,Marina,Lavrova,female
1559,Yul,Chia,male
1560,Zak,Myers,male
1561,Gang,Li,male
1562,Lei,Pan,female
1563,Chi,Ch'ien,male
1564,Muhammad,Connor,male
1565,Wei,Peng,male
1566,Darin,Yuryeva,female
1567,Aaron,Haynes,male
1568,Long,Chiu,male
1569,Rafik,Ozerov,male
1570,Chan,Kang,male
1571,Yu Jie,Hao,female
1572,Cong,Ch'iu,female
1573,Declan,Macdonald,male
1574,Valentine,Pirogova,female
1575,Alisha,Watson,female
1576,Jaroslav,Ermakov,male
1577,Chan Juan,Yuan,female
1578,Guzel,Konovalova,female
1579,Spiridon,Yuriev,male
1580,Jay,Rowley,male
1581,Tormented,Vorobyova,female
1582,Zi,Chao,female
1583,Ryan,Hayward,male
1584,Thomas,Miles,male
1585,Li Wei,Ch'ien,female
1586,Qiong,Chiu,female
1587,Stella,Kharitonova,female
1588,Bo,P'eng,female
1589,Eric,Vorobyova,female
1590,Chi,Kuo,male
1591,Xue,Hsing,female
1592,Jie,Fang,male
1593,Yan,Tsai,female
1594,Jodie,Walker,female
1595,Alevtina,Vasilyeva,female
1596,Dong,Lei,male
1597,Chan,Tang,male
1598,Wu,Tien,male
1599,Natasha,Ferguson,female
1600,Fai,Huang,male
1601,Xue Fang,Ch'iu,female
1602,Niamh,Robinson,female
1603,Rashid,Degtyaryov,male
1604,Faith,Abakumova,female
1605,Hella,Vorobyova,female
1606,Brandon,Doherty,male
1607,Sebastian,Ingram,male
1608,Lazarus,Shcherbakov,male
1609,Lilith,Ankudinova,female
1610,Leopold,Polyakov,male
1611,Fai,Tseng,male
1612,Gore,Bazhenov,male
1613,Athanasius,Abdulov,male
1614,Fai,Tsou,male
1615,Gordey,Isayev,male
1616,Egor,Degtyarev,male
1617,Maya,Anderson,female
1618,Eloise,Lamb,female
1619,Brandon,Pugh,male
1620,Hu,Ni,male
1621,Edith,Koltsova,female
1622,Cong,Kung,female
1623,Yesenia,Uvarova,female
1624,Maximilian,Sozonov,male
1625,Rachel,Gallagher,female
1626,Vladlen,Lavrov,male
1627,Hu,Ts'ui,male
1628,Ian,Yermakov,male
1629,Wei,Pai,male
1630,Jiang Li,Ch'ien,female
1631,Ryan,Fleming,male
1632,Cong,Teng,male
1633,Fai,L?,male
1634,Rebecca,Adams,female
1635,Ruby,Kent,female
1636,Zinaida,Zotova,female
1637,Chelsea,Dunn,female
1638,Cong,P'an,male
1639,Wen,Kuo,male
1640,Li,Lo,female
1641,Samira,Sorokina,female
1642,Bo,Kuo,male
1643,Philemon,Alexandrov,male
1644,You,Ko,male
1645,Francesca,Gibson,female
1646,Ignat,Lavrov,male
1647,Kondrat,Yefremov,male
1648,Ju,Meng,female
1649,Zemfira,Alexandrova,female
1650,Jake,Cameron,male
1651,Hsin,Chu,male
1652,Leon,Barnett,male
1653,Spartacus,Fedorov,male
1654,Alice,Lord,female
1655,Logan,Foster,male
1656,Novel,Kolesnikov,male
1657,Fen,Tsou,female
1658,Aimee,Burns,female
1659,Rachel,Newton,female
1660,Liang,Ts'ao,male
1661,George,Clark,male
1662,Taylor,Morley,male
1663,Summer,Law,female
1664,Harvey,Marshall,male
1665,Shen,Fan,male
1666,Ming,Chien,male
1667,Alexander,Bennett,male
1668,Vasilisa,Sazonova,female
1669,Leon,Haynes,male
1670,Shannon,Graham,female
1671,Mingmei,Tsui,female
1672,Ramiro,Baranov,male
1673,Antonina,Fomina,female
1675,Anna,Ferguson,female
1676,Pauline,Sukhorukova,female
1677,Apollinaris,Dolgorukova,female
1678,Callum,Bird,male
1679,Arina,Ibragimova,female
1680,Frida,Ankudinova,female
1681,Alain,Vasilieva,female
1682,Oliver,Townsend,male
1683,Song,T'ao,male
1684,Ho,Lung,male
1685,Emma,May,female
1686,Evie,Marshall,female
1687,Chang,Wei,female
1688,Joshua,Goodwin,male
1689,Li,Lai,male
1690,Tao,Chou,female
1691,Fatima,Zakharova,female
1692,Molly,Kerr,female
1693,Chang,Chen,female
1694,Wei,Wan,female
1695,Mohammed,Holmes,male
1696,Xiang,Tsai,female
1697,Roland,Glazkov,male
1698,Yasmin,Sanderson,female
1699,Reece,Rose,male
1700,Sandra,Sidorova,female
1701,Nicholas,Archer,male
1702,Daniel,Cook,male
1703,Faith,Kozlova,female
1704,Ustinov,Voronina,female
1705,Wu,K?,male
1706,Cameron,Ward,male
1707,De,Sung,male
1708,Dominic,Bibi,male
1709,Chelsea,Lawson,female
1710,Elliot,Craig,male
1711,Lok,Chin,male
1712,Lin Yao,Hsiung,female
1713,Qiong,Shen,female
1714,Lawrence,Ignatiev,male
1715,Niamh,Iqbal,female
1716,Hua,Ting,female
1717,Vanessa,Mishina,female
1718,Hu,Lu,male
1719,Evan,Hodgson,male
1720,Inga,Yudina,female
1721,Methodius,Frolov,male
1722,Gang,Peng,male
1723,Wen,Lung,female
1724,Jessica,Whitehead,female
1725,Ellie,Todd,female
1726,Ni,Kuo,female
1727,Dylan,Elliott,male
1728,Huan Yue,Tung,female
1729,Angelina,Gerasimova,female
1730,Paramon,Efremov,male
1731,Chan,Hsia,male
1732,Ai,Shih,female
1733,Jacob,Nicholls,male
1734,Roman,Kazantsev,male
1735,Christopher,Khan,male
1736,Hella,Vaguine,female
1737,Nestor,Kalinin,male
1738,Christopher,Yevdokimov,male
1739,Xia,Wan,female
1740,Asya,Yevseyeva,female
1741,Ning,Lai,male
1742,Lok,Y?,male
1743,Paul,Vasilyev,male
1744,Zoe,Hargreaves,female
1745,Ludmila,Mordvinova,female
1746,Leah,Voronina,female
1747,Hsin,Wei,male
1748,Emma,Yefimova,female
1749,Libby,Barnes,female
1750,Gang,He,male
1751,Zhen,Chin,male
1752,Wen,Ts'ui,male
1753,Mark,Bodrov,male
1754,Shuang,Lu,female
1755,Capitolina,Yusupova,female
1756,De,L?,male
1757,Chen,Chia,male
1758,Klim,Isayev,male
1759,Isabelle,Fraser,female
1760,Guzel,Yuryeva,female
1761,Victoria,Tyler,female
1762,Yaroslav,Pirogova,female
1763,Ho,Chao,male
1764,Mohammed,Wong,male
1765,Samira,Zuyeva,female
1766,Jay,Riley,male
1767,Niamh,Hyde,female
1768,Liam,Fraser,male
1769,Hui,P'an,male
1770,Jake,Morrison,male
1771,Guan-yin,Ch'ang,female
1772,Lauren,O'Donnell,female
1773,On,Feng,male
1774,Li,Tsai,male
1775,Proclus,Bogolyubov,male
1776,Ephraim,Korovin,male
1777,Chelsea,Glover,female
1778,Arina,Lavrova,female
1779,Myron,Voronoff,male
1780,Josh,Hayward,male
1781,Tao,Wan,male
1782,Zossima,Andreyev,male
1783,Jordan,Banks,male
1784,Caitlin,Miles,female
1785,Sheng,Chiang,male
1786,Xia,Mao,female
1787,Albert,Artemiev,male
1788,Francesca,Fuller,female
1789,Hella,Kazakova,female
1791,Dong,Niu,male
1792,Ping,Ko,female
1793,Park,Kung,female
1794,Edith,Bocharova,female
1795,Panteleimon,Glazkov,male
1796,Wen,Meng,male
1797,Matilda,Gallagher,female
1798,Lawrence,Alekseyeva,male
1799,Faith,Gardner,female
1800,Max,Griffiths,male
1801,Donglu,Hu,female
1802,Chung,Peng,male
1803,Ho,Lu,male
1804,Eleanor,Bruce,female
1805,Owen,Hodgson,male
1806,Nick,Bobrova,female
1807,Bradley,John,male
1808,Sawa,Woronoff,male
1809,Lina,Voronova,female
1810,De,Feng,male
1811,Wei,Ch'iu,male
1812,Charlie,Sharpe,male
1813,Ni,Wang,female
1814,Matilda,Ryan,female
1815,Li Ming,Lin,female
1816,Zahar,Avdeev,male
1817,Lixue,Fang,female
1818,Jayden,Hayes,male
1819,Li Wei,Chiang,female
1820,Li Qin,Ts'ai,female
1821,Lixue,Tuan,female
1822,Isobel,Howells,female
1823,Xiao Chen,Lin,female
1824,Archie,Steele,male
1825,Efimiya,Kazantseva,female
1826,Shannon,Jenkins,female
1827,Lara,Conway,female
1828,Yue Ying,Yuan,female
1829,Yi Jie,Tseng,female
1830,Heng,Y?,female
1831,Vladimir,Voronkov,male
1832,Molly,Lees,female
1833,Hayden,Fisher,male
1834,Luke,Fomin,male
1835,Rong,T'ien,female
1836,Gabriel,Smart,male
1837,Ning,Yeh,male
1838,Xin Qian,Fang,female
1839,Xenia,Larionova,female
1840,Sidor,Izmaylov,male
1841,Harley,Bird,male
1842,Jin,Tien,male
1843,Sean,Hawkins,male
1844,Albina,Sidorova,female
1845,Yue Wan,Fu,female
1846,Zhi,Chu,female
1847,Megan,Marshall,female
1848,Nicanor,Matveyev,male
1849,Skye,Poole,female
1850,An,Lung,male
1851,Jian,Shen,male
1852,Lima,Izmailova,female
1853,Sarah,Zhdanova,female
1854,Elvira,Zubareva,female
1855,Nathan,Francis,male
1856,Edward,Rowley,male
1857,Millie,Jackson,female
1858,Ni,Yuan,female
1859,Evan,Houghton,male
1860,Leo,Alekseyeva,male
1861,Kuan-Yin,Su,male
1862,Charles,Simpson,male
1863,Farid,Tretiakov,male
1864,Susanna,Ankudinova,female
1865,Yun,Tao,female
1866,Park,Chiang,female
1867,Murat,Golubov,male
1868,Lily,Begum,female
1869,Kai,Potts,male
1870,Dai,Tang,female
1871,Zossima,Frolov,male
1872,Gerasimos,Korovin,male
1873,Brooke,Hurst,female
1874,Glyceria,Bogdanova,female
1875,Dinar,Alekseyeva,female
1876,Georgia,Stephens,female
1877,Lilith,Ershova,female
1878,Finlay,Humphreys,male
1879,Bo,Liang,female
1880,Demi,Tyler,female
1881,Joel,Parry,male
1882,Millie,Moss,female
1883,Regina,Prokhorova,female
1884,Amy,Hargreaves,female
1885,Irma,Artyomova,female
1886,Elena,Konovalova,female
1887,Bo,P'an,male
1888,Rodion,Tretiakov,male
1889,Tain,Pai,male
1890,Sarah,Walker,female
1891,On,Fan,male
1892,Mollie,Hurst,female
1893,Ruby,Richards,female
1894,Jun,He,male
1895,Hua,Hung,female
1896,Lauren,Winter,female
1897,Hedwig,Koltsova,female
1898,Jude,Douglas,male
1899,Natalie,Aksyonova,female
1900,Louie,Skinner,male
1901,Hilarion,Uvarov,male
1902,Shu,P'an,female
1903,Jun,Lo,male
1904,Stella,Tretyakova,female
1905,Yuri,Zhdanov,male
1906,Sying,T'ao,male
1907,Faith,Henderson,female
1908,Bella,Ibragimova,female
1909,Muhammad,Kirk,male
1910,Dana,Tretiakova,female
1911,Jin,Han,male
